time,gen
0.2265,1
0.227,1
0.2275,1
0.228,1
0.2285,1
0.229,1
0.2295,1
0.23,1
0.2305,1
0.231,1
0.2315,1
0.232,1
0.2325,1
0.233,0
0.2335,0
0.234,0
0.2345,0
0.235,0
0.2355,0
0.236,0
0.2365,0
0.237,0
0.2375,0
0.238,0
0.2385,0
0.239,0
0.2395,0
0.24,0
0.2405,0
0.241,0
0.2415,0
0.242,0
0.2425,0
0.243,0
0.2435,0
0.244,0
0.2445,0
0.245,0
0.2455,0
0.246,0
0.2465,0
0.247,0
0.2475,0
0.248,0
0.2485,0
0.249,0
0.2495,0
0.25,0
0.2505,0
0.251,0
0.2515,0
0.252,0
0.2525,0
0.253,0
0.2535,0
0.254,0
0.2545,0
0.255,0
0.2555,0
0.256,0
0.2565,0
0.257,0
0.2575,0
0.258,0
0.2585,0
0.259,0
0.2595,0
0.26,0
0.2605,0
0.261,0
0.2615,0
0.262,0
0.2625,0
0.263,0
0.2635,0
0.264,0
0.2645,0
0.265,0
0.2655,0
0.266,0
0.2665,0
0.267,0
0.2675,0
0.268,0
0.2685,0
0.269,0
0.2695,0
0.27,0
0.2705,0
0.271,0
0.2715,0
0.272,0
0.2725,0
0.273,0
0.2735,0
0.274,0
0.2745,0
0.275,0
0.2755,0
0.276,0
0.2765,0
0.277,0
0.2775,0
0.278,0
0.2785,0
0.279,0
0.2795,0
0.28,0
0.2805,0
0.281,0
0.2815,0
0.282,0
0.2825,0
0.283,0
0.2835,0
0.284,0
0.2845,0
0.285,0
0.2855,0
0.286,0
0.2865,0
0.287,0
0.2875,0
0.288,0
0.2885,0
0.289,0
0.2895,0
0.29,0
0.2905,0
0.291,0
0.2915,0
0.292,0
0.2925,0
0.293,0
0.2935,0
0.294,0
0.2945,0
0.295,0
0.2955,0
0.296,0
0.2965,0
0.297,0
0.2975,0
0.298,0
0.2985,0
0.299,0
0.2995,0
0.3,0
0.3005,0
0.301,0
0.3015,0
0.302,0
0.3025,0
0.303,0
0.3035,0
0.304,0
0.3045,0
0.305,0
0.3055,0
0.306,0
0.3065,0
0.307,0
0.3075,0
0.308,0
0.3085,0
0.309,0
0.3095,0
0.31,0
0.3105,0
0.311,0
0.3115,0
0.312,0
0.3125,0
0.313,0
0.3135,0
0.314,0
0.3145,0
0.315,0
0.3155,0
0.316,0
0.3165,0
0.317,0
0.3175,0
0.318,0
0.3185,0
0.319,0
0.3195,0
0.32,0
0.3205,0
0.321,0
0.3215,0
0.322,0
0.3225,0
0.323,0
0.3235,0
0.324,0
0.3245,0
0.325,0
0.3255,0
0.326,0
0.3265,0
0.327,0
0.3275,0
0.328,0
0.3285,0
0.329,0
0.3295,0
0.33,0
0.3305,0
0.331,0
0.3315,0
0.332,0
0.3325,0
0.333,0
0.3335,0
0.334,0
0.3345,0
0.335,0
0.3355,0
0.336,0
0.3365,0
0.337,0
0.3375,0
0.338,0
0.3385,0
0.339,0
0.3395,0
0.34,0
0.3405,0
0.341,0
0.3415,0
0.342,0
0.3425,0
0.343,0
0.3435,0
0.344,0
0.3445,0
0.345,0
0.3455,0
0.346,0
0.3465,0
0.347,0
0.3475,0
0.348,0
0.3485,0
0.349,0
0.3495,0
0.35,0
0.3505,0
0.351,0
0.3515,0
0.352,0
0.3525,0
0.353,0
0.3535,0
0.354,0
0.3545,0
0.355,0
0.3555,0
0.356,0
0.3565,0
0.357,0
0.3575,0
0.358,0
0.3585,0
0.359,0
0.3595,0
0.36,0
0.3605,0
0.361,0
0.3615,0
0.362,0
0.3625,0
0.363,0
0.3635,0
0.364,0
0.3645,0
0.365,0
0.3655,0
0.366,0
0.3665,0
0.367,0
0.3675,0
0.368,0
0.3685,0
0.369,0
0.3695,0
0.37,0
0.3705,0
0.371,0
0.3715,0
0.372,0
0.3725,0
0.373,0
0.3735,0
0.374,0
0.3745,0
0.375,0
0.3755,0
0.376,0
0.3765,0
0.377,0
0.3775,0
0.378,0
0.3785,0
0.379,0
0.3795,0
0.38,0
0.3805,0
0.381,0
0.3815,0
0.382,0
0.3825,0
0.383,0
0.3835,0
0.384,0
0.3845,0
0.385,0
0.3855,0
0.386,0
0.3865,0
0.387,0
0.3875,0
0.388,0
0.3885,0
0.389,0
0.3895,0
0.39,0
0.3905,0
0.391,0
0.3915,0
0.392,0
0.3925,0
0.393,0
0.3935,0
0.394,0
0.3945,0
0.395,0
0.3955,0
0.396,0
0.3965,0
0.397,0
0.3975,0
0.398,0
0.3985,0
0.399,0
0.3995,0
0.4,0
0.4005,0
0.401,0
0.4015,0
0.402,0
0.4025,0
0.403,0
0.4035,0
0.404,0
0.4045,0
0.405,0
0.4055,0
0.406,0
0.4065,0
0.407,0
0.4075,0
0.408,0
0.4085,0
0.409,0
0.4095,0
0.41,0
0.4105,0
0.411,0
0.4115,0
0.412,0
0.4125,0
0.413,0
0.4135,0
0.414,0
0.4145,0
0.415,0
0.4155,0
0.416,0
0.4165,0
0.417,0
0.4175,0
0.418,0
0.4185,0
0.419,0
0.4195,0
0.42,0
0.4205,0
0.421,0
0.4215,0
0.422,0
0.4225,0
0.423,0
0.4235,0
0.424,1
0.4245,1
0.425,1
0.4255,1
0.426,1
0.4265,1
0.427,1
0.4275,1
0.428,1
0.4285,1
0.429,1
0.4295,1
0.43,1
0.4305,1
0.431,1
0.4315,1
0.432,1
0.4325,1
0.433,1
0.4335,1
0.434,1
0.4345,1
0.435,1
0.4355,1
0.436,1
0.4365,1
0.437,1
0.4375,1
0.438,1
0.4385,1
0.439,1
0.4395,1
0.44,1
0.4405,1
0.441,1
0.4415,1
0.442,1
0.4425,1
0.443,1
0.4435,1
0.444,1
0.4445,1
0.445,1
0.4455,1
0.446,1
0.4465,1
0.447,1
0.4475,1
0.448,1
0.4485,1
0.449,1
0.4495,1
0.45,1
0.4505,1
0.451,1
0.4515,1
0.452,1
0.4525,1
0.453,1
0.4535,1
0.454,1
0.4545,1
0.455,1
0.4555,1
0.456,1
0.4565,1
0.457,1
0.4575,1
0.458,1
0.4585,1
0.459,1
0.4595,1
0.46,1
0.4605,1
0.461,1
0.4615,1
0.462,1
0.4625,1
0.463,1
0.4635,1
0.464,1
0.4645,1
0.465,1
0.4655,1
0.466,1
0.4665,1
0.467,1
0.4675,1
0.468,1
0.4685,1
0.469,1
0.4695,1
0.47,1
0.4705,1
0.471,1
0.4715,1
0.472,1
0.4725,1
0.473,1
0.4735,1
0.474,1
0.4745,1
0.475,1
0.4755,1
0.476,1
0.4765,1
0.477,1
0.4775,1
0.478,1
0.4785,1
0.479,1
0.4795,1
0.48,1
0.4805,1
0.481,1
0.4815,1
0.482,1
0.4825,1
0.483,1
0.4835,1
0.484,1
0.4845,1
0.485,1
0.4855,1
0.486,1
0.4865,1
0.487,1
0.4875,1
0.488,1
0.4885,1
0.489,1
0.4895,1
0.49,1
0.4905,1
0.491,1
0.4915,1
0.492,1
0.4925,1
0.493,1
0.4935,1
0.494,1
0.4945,1
0.495,1
0.4955,1
0.496,1
0.4965,1
0.497,1
0.4975,1
0.498,1
0.4985,1
0.499,1
0.4995,1
0.5,1
0.5005,1
0.501,1
0.5015,1
0.502,1
0.5025,1
0.503,1
0.5035,1
0.504,1
0.5045,1
0.505,1
0.5055,1
0.506,1
0.5065,1
0.507,1
0.5075,1
0.508,1
0.5085,1
0.509,1
0.5095,1
0.51,1
0.5105,1
0.511,1
0.5115,1
0.512,1
0.5125,1
0.513,1
0.5135,1
0.514,1
0.5145,1
0.515,1
0.5155,1
0.516,1
0.5165,1
0.517,1
0.5175,1
0.518,1
0.5185,1
0.519,1
0.5195,1
0.52,1
0.5205,1
0.521,1
0.5215,1
0.522,1
0.5225,1
0.523,1
0.5235,1
0.524,1
0.5245,1
0.525,1
0.5255,1
0.526,1
0.5265,1
0.527,1
0.5275,1
0.528,1
0.5285,1
0.529,1
0.5295,1
0.53,1
0.5305,1
0.531,1
0.5315,1
0.532,1
0.5325,1
0.533,1
0.5335,1
0.534,0
0.5345,0
0.535,0
0.5355,0
0.536,0
0.5365,0
0.537,0
0.5375,0
0.538,0
0.5385,0
0.539,0
0.5395,0
0.54,0
0.5405,0
0.541,0
0.5415,0
0.542,0
0.5425,0
0.543,0
0.5435,0
0.544,0
0.5445,0
0.545,0
0.5455,0
0.546,0
0.5465,0
0.547,0
0.5475,0
0.548,0
0.5485,0
0.549,0
0.5495,0
0.55,0
0.5505,0
0.551,0
0.5515,0
0.552,0
0.5525,0
0.553,0
0.5535,0
0.554,0
0.5545,0
0.555,0
0.5555,0
0.556,0
0.5565,0
0.557,0
0.5575,0
0.558,0
0.5585,0
0.559,0
0.5595,0
0.56,0
0.5605,0
0.561,0
0.5615,0
0.562,0
0.5625,0
0.563,0
0.5635,0
0.564,0
0.5645,0
0.565,0
0.5655,0
0.566,0
0.5665,0
0.567,0
0.5675,0
0.568,0
0.5685,0
0.569,0
0.5695,0
0.57,0
0.5705,0
0.571,0
0.5715,0
0.572,0
0.5725,0
0.573,0
0.5735,0
0.574,0
0.5745,0
0.575,0
0.5755,0
0.576,0
0.5765,0
0.577,0
0.5775,0
0.578,0
0.5785,0
0.579,0
0.5795,0
0.58,0
0.5805,0
0.581,0
0.5815,0
0.582,0
0.5825,0
0.583,0
0.5835,0
0.584,0
0.5845,0
0.585,0
0.5855,0
0.586,0
0.5865,0
0.587,0
0.5875,0
0.588,0
0.5885,0
0.589,0
0.5895,0
0.59,0
0.5905,0
0.591,0
0.5915,0
0.592,0
0.5925,0
0.593,0
0.5935,0
0.594,0
0.5945,0
0.595,0
0.5955,0
0.596,0
0.5965,0
0.597,0
0.5975,0
0.598,0
0.5985,0
0.599,0
0.5995,0
0.6,0
0.6005,0
0.601,0
0.6015,0
0.602,0
0.6025,0
0.603,0
0.6035,0
0.604,0
0.6045,0
0.605,0
0.6055,0
0.606,0
0.6065,0
0.607,0
0.6075,0
0.608,0
0.6085,0
0.609,0
0.6095,0
0.61,0
0.6105,0
0.611,0
0.6115,0
0.612,0
0.6125,0
0.613,0
0.6135,0
0.614,0
0.6145,0
0.615,0
0.6155,0
0.616,0
0.6165,0
0.617,0
0.6175,0
0.618,0
0.6185,0
0.619,0
0.6195,0
0.62,0
0.6205,0
0.621,0
0.6215,0
0.622,0
0.6225,0
0.623,0
0.6235,0
0.624,0
0.6245,0
0.625,0
0.6255,0
0.626,0
0.6265,0
0.627,0
0.6275,0
0.628,0
0.6285,0
0.629,0
0.6295,0
0.63,0
0.6305,0
0.631,0
0.6315,0
0.632,0
0.6325,0
0.633,0
0.6335,0
0.634,0
0.6345,0
0.635,0
0.6355,0
0.636,0
0.6365,0
0.637,0
0.6375,0
0.638,0
0.6385,0
0.639,0
0.6395,0
0.64,0
0.6405,0
0.641,0
0.6415,0
0.642,1
0.6425,1
0.643,1
0.6435,1
0.644,1
0.6445,1
0.645,1
0.6455,1
0.646,1
0.6465,1
0.647,0
0.6475,0
0.648,0
0.6485,0
0.649,0
0.6495,0
0.65,0
0.6505,0
0.651,0
0.6515,0
0.652,0
0.6525,0
0.653,1
0.6535,1
0.654,1
0.6545,1
0.655,1
0.6555,1
0.656,1
0.6565,1
0.657,1
0.6575,1
0.658,1
0.6585,1
0.659,1
0.6595,1
0.66,1
0.6605,1
0.661,1
0.6615,1
0.662,1
0.6625,1
0.663,1
0.6635,1
0.664,1
0.6645,1
0.665,1
0.6655,1
0.666,1
0.6665,1
0.667,1
0.6675,1
0.668,1
0.6685,1
0.669,1
0.6695,1
0.67,1
0.6705,1
0.671,1
0.6715,1
0.672,1
0.6725,1
0.673,1
0.6735,1
0.674,1
0.6745,1
0.675,1
0.6755,1
0.676,1
0.6765,1
0.677,1
0.6775,1
0.678,1
0.6785,1
0.679,1
0.6795,1
0.68,1
0.6805,1
0.681,1
0.6815,1
0.682,1
0.6825,1
0.683,1
0.6835,1
0.684,1
0.6845,1
0.685,1
0.6855,1
0.686,1
0.6865,1
0.687,1
0.6875,1
0.688,1
0.6885,1
0.689,1
0.6895,1
0.69,1
0.6905,1
0.691,1
0.6915,1
0.692,1
0.6925,1
0.693,1
0.6935,1
0.694,1
0.6945,1
0.695,1
0.6955,1
0.696,1
0.6965,1
0.697,1
0.6975,1
0.698,1
0.6985,1
0.699,1
0.6995,1
0.7,1
0.7005,1
0.701,1
0.7015,1
0.702,1
0.7025,1
0.703,1
0.7035,1
0.704,1
0.7045,1
0.705,1
0.7055,1
0.706,1
0.7065,1
0.707,1
0.7075,1
0.708,1
0.7085,1
0.709,1
0.7095,1
0.71,1
0.7105,1
0.711,1
0.7115,1
0.712,1
0.7125,1
0.713,1
0.7135,1
0.714,1
0.7145,1
0.715,1
0.7155,1
0.716,1
0.7165,1
0.717,1
0.7175,1
0.718,1
0.7185,1
0.719,1
0.7195,1
0.72,1
0.7205,1
0.721,1
0.7215,1
0.722,1
0.7225,1
0.723,1
0.7235,1
0.724,1
0.7245,1
0.725,1
0.7255,1
0.726,1
0.7265,1
0.727,1
0.7275,1
0.728,1
0.7285,1
0.729,1
0.7295,1
0.73,1
0.7305,1
0.731,1
0.7315,1
0.732,1
0.7325,1
0.733,1
0.7335,1
0.734,1
0.7345,1
0.735,1
0.7355,1
0.736,1
0.7365,1
0.737,1
0.7375,1
0.738,1
0.7385,1
0.739,1
0.7395,1
0.74,1
0.7405,1
0.741,1
0.7415,1
0.742,1
0.7425,1
0.743,1
0.7435,1
0.744,1
0.7445,1
0.745,1
0.7455,1
0.746,1
0.7465,1
0.747,1
0.7475,1
0.748,1
0.7485,1
0.749,1
0.7495,1
0.75,1
0.7505,1
0.751,1
0.7515,1
0.752,1
0.7525,1
0.753,1
0.7535,1
0.754,1
0.7545,1
0.755,0
0.7555,0
0.756,0
0.7565,0
0.757,0
0.7575,0
0.758,0
0.7585,0
0.759,0
0.7595,0
0.76,0
0.7605,0
0.761,0
0.7615,0
0.762,0
0.7625,0
0.763,0
0.7635,0
0.764,0
0.7645,0
0.765,0
0.7655,0
0.766,0
0.7665,0
0.767,0
0.7675,0
0.768,0
0.7685,0
0.769,0
0.7695,0
0.77,0
0.7705,0
0.771,0
0.7715,0
0.772,0
0.7725,0
0.773,0
0.7735,0
0.774,0
0.7745,0
0.775,0
0.7755,0
0.776,0
0.7765,0
0.777,0
0.7775,0
0.778,0
0.7785,0
0.779,0
0.7795,0
0.78,0
0.7805,0
0.781,0
0.7815,0
0.782,0
0.7825,0
0.783,0
0.7835,0
0.784,0
0.7845,0
0.785,0
0.7855,0
0.786,0
0.7865,0
0.787,0
0.7875,0
0.788,0
0.7885,0
0.789,0
0.7895,0
0.79,0
0.7905,0
0.791,0
0.7915,0
0.792,0
0.7925,0
0.793,0
0.7935,0
0.794,0
0.7945,0
0.795,0
0.7955,0
0.796,0
0.7965,0
0.797,0
0.7975,0
0.798,0
0.7985,0
0.799,0
0.7995,0
0.8,0
0.8005,0
0.801,0
0.8015,0
0.802,0
0.8025,0
0.803,0
0.8035,0
0.804,0
0.8045,0
0.805,0
0.8055,0
0.806,0
0.8065,0
0.807,0
0.8075,0
0.808,0
0.8085,0
0.809,0
0.8095,0
0.81,0
0.8105,0
0.811,0
0.8115,0
0.812,0
0.8125,0
0.813,0
0.8135,0
0.814,0
0.8145,0
0.815,0
0.8155,0
0.816,0
0.8165,0
0.817,0
0.8175,0
0.818,0
0.8185,0
0.819,0
0.8195,0
0.82,0
0.8205,0
0.821,0
0.8215,0
0.822,0
0.8225,0
0.823,0
0.8235,0
0.824,0
0.8245,0
0.825,0
0.8255,0
0.826,0
0.8265,0
0.827,0
0.8275,0
0.828,0
0.8285,0
0.829,0
0.8295,0
0.83,0
0.8305,0
0.831,0
0.8315,0
0.832,0
0.8325,0
0.833,0
0.8335,0
0.834,0
0.8345,0
0.835,0
0.8355,0
0.836,0
0.8365,0
0.837,0
0.8375,0
0.838,0
0.8385,0
0.839,0
0.8395,0
0.84,0
0.8405,0
0.841,0
0.8415,0
0.842,0
0.8425,0
0.843,0
0.8435,0
0.844,0
0.8445,0
0.845,0
0.8455,0
0.846,0
0.8465,0
0.847,0
0.8475,0
0.848,0
0.8485,0
0.849,0
0.8495,0
0.85,0
0.8505,0
0.851,0
0.8515,0
0.852,0
0.8525,0
0.853,0
0.8535,0
0.854,0
0.8545,0
0.855,0
0.8555,0
0.856,0
0.8565,0
0.857,0
0.8575,0
0.858,0
0.8585,0
0.859,0
0.8595,0
0.86,0
0.8605,0
0.861,0
0.8615,0
0.862,0
0.8625,0
0.863,0
0.8635,0
0.864,0
0.8645,0
0.865,0
0.8655,0
0.866,0
0.8665,0
0.867,0
0.8675,0
0.868,0
0.8685,0
0.869,0
0.8695,0
0.87,0
0.8705,0
0.871,0
0.8715,0
0.872,0
0.8725,0
0.873,0
0.8735,0
0.874,0
0.8745,0
0.875,0
0.8755,0
0.876,0
0.8765,0
0.877,0
0.8775,0
0.878,0
0.8785,0
0.879,0
0.8795,0
0.88,0
0.8805,0
0.881,0
0.8815,0
0.882,0
0.8825,0
0.883,0
0.8835,0
0.884,0
0.8845,0
0.885,0
0.8855,0
0.886,0
0.8865,0
0.887,0
0.8875,0
0.888,0
0.8885,0
0.889,0
0.8895,0
0.89,0
0.8905,0
0.891,0
0.8915,0
0.892,0
0.8925,0
0.893,0
0.8935,0
0.894,0
0.8945,0
0.895,0
0.8955,0
0.896,0
0.8965,0
0.897,0
0.8975,0
0.898,0
0.8985,0
0.899,0
0.8995,0
0.9,0
0.9005,0
0.901,0
0.9015,0
0.902,0
0.9025,0
0.903,0
0.9035,0
0.904,0
0.9045,0
0.905,0
0.9055,0
0.906,0
0.9065,0
0.907,0
0.9075,0
0.908,0
0.9085,0
0.909,0
0.9095,0
0.91,0
0.9105,0
0.911,0
0.9115,0
0.912,0
0.9125,0
0.913,0
0.9135,0
0.914,0
0.9145,0
0.915,0
0.9155,0
0.916,0
0.9165,0
0.917,0
0.9175,0
0.918,0
0.9185,0
0.919,0
0.9195,0
0.92,0
0.9205,0
0.921,0
0.9215,0
0.922,0
0.9225,0
0.923,0
0.9235,0
0.924,0
0.9245,0
0.925,0
0.9255,0
0.926,0
0.9265,0
0.927,0
0.9275,0
0.928,0
0.9285,0
0.929,1
0.9295,1
0.93,1
0.9305,1
0.931,1
0.9315,1
0.932,1
0.9325,1
0.933,1
0.9335,1
0.934,1
0.9345,1
0.935,1
0.9355,1
0.936,1
0.9365,1
0.937,1
0.9375,1
0.938,1
0.9385,1
0.939,1
0.9395,1
0.94,1
0.9405,1
0.941,1
0.9415,1
0.942,1
0.9425,1
0.943,1
0.9435,1
0.944,1
0.9445,1
0.945,1
0.9455,1
0.946,1
0.9465,1
0.947,1
0.9475,1
0.948,1
0.9485,1
0.949,1
0.9495,1
0.95,1
0.9505,1
0.951,1
0.9515,1
0.952,1
0.9525,1
0.953,1
0.9535,1
0.954,1
0.9545,1
0.955,1
0.9555,1
0.956,1
0.9565,1
0.957,1
0.9575,1
0.958,1
0.9585,1
0.959,1
0.9595,1
0.96,1
0.9605,1
0.961,1
0.9615,1
0.962,1
0.9625,1
0.963,1
0.9635,1
0.964,1
0.9645,1
0.965,1
0.9655,1
0.966,1
0.9665,1
0.967,1
0.9675,1
0.968,1
0.9685,1
0.969,1
0.9695,1
0.97,1
0.9705,1
0.971,1
0.9715,1
0.972,1
0.9725,1
0.973,1
0.9735,1
0.974,1
0.9745,1
0.975,1
0.9755,1
0.976,1
0.9765,1
0.977,1
0.9775,1
0.978,1
0.9785,1
0.979,1
0.9795,1
0.98,1
0.9805,1
0.981,1
0.9815,1
0.982,1
0.9825,1
0.983,1
0.9835,1
0.984,1
0.9845,1
0.985,1
0.9855,1
0.986,1
0.9865,1
0.987,1
0.9875,1
0.988,1
0.9885,1
0.989,1
0.9895,1
0.99,1
0.9905,1
0.991,1
0.9915,1
0.992,1
0.9925,1
0.993,1
0.9935,1
0.994,1
0.9945,1
0.995,1
0.9955,1
0.996,1
0.9965,1
0.997,1
0.9975,1
0.998,1
0.9985,1
0.999,1
0.9995,1
1,1
1.0005,1
1.001,1
1.0015,1
1.002,1
1.0025,1
1.003,1
1.0035,1
1.004,1
1.0045,1
1.005,1
1.0055,1
1.006,1
1.0065,1
1.007,1
1.0075,1
1.008,1
1.0085,1
1.009,1
1.0095,1
1.01,0
1.0105,0
1.011,0
1.0115,0
1.012,0
1.0125,0
1.013,0
1.0135,0
1.014,0
1.0145,0
1.015,0
1.0155,0
1.016,0
1.0165,0
1.017,0
1.0175,0
1.018,0
1.0185,0
1.019,0
1.0195,0
1.02,0
1.0205,0
1.021,0
1.0215,0
1.022,0
1.0225,0
1.023,0
1.0235,0
1.024,0
1.0245,0
1.025,0
1.0255,0
1.026,0
1.0265,0
1.027,0
1.0275,0
1.028,0
1.0285,0
1.029,0
1.0295,0
1.03,0
1.0305,0
1.031,0
1.0315,0
1.032,0
1.0325,0
1.033,0
1.0335,0
1.034,0
1.0345,0
1.035,0
1.0355,0
1.036,0
1.0365,0
1.037,0
1.0375,0
1.038,0
1.0385,0
1.039,0
1.0395,0
1.04,0
1.0405,0
1.041,0
1.0415,0
1.042,0
1.0425,0
1.043,0
1.0435,0
1.044,0
1.0445,0
1.045,0
1.0455,0
1.046,0
1.0465,0
1.047,0
1.0475,0
1.048,0
1.0485,0
1.049,0
1.0495,0
1.05,0
1.0505,0
1.051,0
1.0515,0
1.052,0
1.0525,0
1.053,0
1.0535,0
1.054,0
1.0545,0
1.055,0
1.0555,0
1.056,0
1.0565,0
1.057,0
1.0575,0
1.058,0
1.0585,0
1.059,0
1.0595,0
1.06,0
1.0605,0
1.061,0
1.0615,0
1.062,0
1.0625,0
1.063,0
1.0635,0
1.064,0
1.0645,0
1.065,0
1.0655,0
1.066,0
1.0665,0
1.067,0
1.0675,0
1.068,0
1.0685,0
1.069,0
1.0695,0
1.07,0
1.0705,0
1.071,0
1.0715,0
1.072,0
1.0725,0
1.073,0
1.0735,0
1.074,0
1.0745,0
1.075,0
1.0755,0
1.076,0
